userName,score,at,content,sentimen
bst na,5,2024-10-30 07:19:11,good,Positif
Apotikmarluga Psr4barat,5,2024-10-30 07:17:21,sangat bermanfaat,Positif
Adhel Castelloe,1,2024-10-30 07:13:05,sudah melunasi sebelum jatoh tempo . mau pinjam lagi tidak bisa. . apliksi payah,Negatif
Rhya Sumakul,5,2024-10-30 07:09:20,sungguh bermanfaat,Positif
susi ernawati,5,2024-10-30 06:58:23,"Sangat cepat setiap penanganan, Terima kasih, semoga bermanfaat.",Positif
Muh.sabir Sp,5,2024-10-30 06:48:29,pinjaman dengan bunga rendah dan limit yg tinggi,Positif
Ghafar Aira,4,2024-10-30 06:46:17,selalu jadi yang terbaik,Positif
nakomi suki,1,2024-10-30 06:33:14,pengajuan sangat lama dan ditolak saya memutuskan menghapus aplikasi tgl 30 okt 2024 saya harap data pribadi saya tidak disalah gunakan,Negatif
Azilla Aja ne,5,2024-10-30 06:30:49,Mantap banget,Positif
ahmad husori,5,2024-10-30 06:27:15,mudah cepat cumaax 300rb. sy coba yg 100rb dulu. gimana pelayanan kedepannya ingin tau,Positif
Haryadi Ojat,5,2024-10-30 06:23:15,terimakasi,Positif
Ardian Yusantoro,2,2024-10-30 06:06:06,"Sudah pinjam 2 kali berhasil, sudah lunas. Tapi mau yg ketiga update limit malah ga bisa pinjam lagi, katanya belum memenuhi syarat. Padahal 2 kali pinjam lancar.",Negatif
Fiens Indra,5,2024-10-30 06:02:38,simple dan realistis,Positif
Aris Risnandar,5,2024-10-30 05:53:08,bagus,Positif
Pandji Aryadi,1,2024-10-30 05:51:08,"Sudh 3 kali pinjaman tidak pernah telat bayar ,pas ajukan kembali tidak bisa sudah mencoba selam 2 bulan dan tidak bisa .jangan bilang alasannya sistem,klw bangkrut tinggal ttup aja aplikasinya",Negatif
Muhamad Gafi,1,2024-10-30 05:45:59,saya mohon untuk bapak ibu tolong hapus data diri pribadi saya karen apk easycash sudh sya uinstal kembali .karena pengajuan sya di tolak klu ada hal-hal yg tdk sya inginkan sya tdk akan bertanggung jawab terimakasih,Negatif
Dian Pertiwi,5,2024-10-30 05:45:28,Sangat membantu,Positif
Muhamad Ihsan1587,5,2024-10-30 05:42:53,sangat membantu,Positif
Agung Arifiandi,1,2024-10-30 05:39:01,Bahaya jangan terpengaruh pancingan pinjol ini nanti menyesal seumur hidup,Negatif
Amin Adittiya,5,2024-10-30 05:37:11,mudah dan sangat membantu.puas banget,Positif
zaskia fayraa,5,2024-10-30 05:32:33,sangat cepat di proses nya,Positif
Agung Hidayat,5,2024-10-30 05:31:54,sangat membantu bagi yg membutuhkan saat mendesak,Positif
ketirs show,5,2024-10-30 05:31:23,Aplikasi yang bagus!!,Positif
Rina Purnamasari,2,2024-10-30 05:29:27,bagus,Negatif
eddy sulistiawan,5,2024-10-30 05:08:29,sangat membantu,Positif
Panggilsaja Sidqi,1,2024-10-30 05:02:58,udah bayar sebelum jatuh tempo giliran mau pinjem lagi limitnya ilang duh,Negatif
NEW PALLAPA,5,2024-10-30 05:02:00,aman gak ribet,Positif
RizQ N.H,1,2024-10-30 04:57:19,"Dasar aplikasi Kere. Pinjaman pertama lunas limit bertambah, pinjaman ke-2 lunas limit bertambah lagi, pinjaman ke-3 lunas.. limit langsung menghilang.. 🤣🤣👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",Negatif
gilang ramadhan,1,2024-10-30 04:49:38,"bungga terlalu besar, dan data saya di sebar, ini aplikasi ga rekomendasi banget 🤮🤮, pembayaran belum pernah telat tapi data saya di sebar",Negatif
An As,4,2024-10-30 04:49:35,ok,Positif
Muhammad Akbar,5,2024-10-30 04:46:06,Terima kasih,Positif
ildah ildah,5,2024-10-30 04:43:19,makasih Karna cepat cair,Positif
Aileen Natania,4,2024-10-30 04:42:10,"cepat, tapi tidak bisa banyak ya",Positif
Sari Siska,1,2024-10-30 04:38:48,Baru mau mencoba malah tidak lolos peripikasi.tolong data saya di hapus,Negatif
Dika Aditya,5,2024-10-30 04:37:30,bagus,Positif
Daman Huri,5,2024-10-30 04:34:23,sangat puass,Positif
Rezky Maulana,5,2024-10-30 04:32:06,mantap,Positif
Rudi eris,1,2024-10-30 04:29:46,"Apk g guna lh katany gmpang pinjam d sini, nyatanya g ada tanggapan un instal aja",Negatif
Khikmah Collection,2,2024-10-30 04:29:23,Limit tiba tiba kosong,Negatif
Anto Jolay,5,2024-10-30 04:26:07,Sangat membantu,Positif
Lek Ndut,1,2024-10-30 04:23:49,Limit menurun dratis,Negatif
Firdaus Tailoring,4,2024-10-30 04:23:38,OK good,Positif
Ayesha Zaina,5,2024-10-30 04:19:49,sangat bagus,Positif
Andria Kristiyaningrum,3,2024-10-30 04:09:36,kalo d acc baru bintang 5,Positif
Nanda Saputra,1,2024-10-30 04:05:42,Apk appan sih inih cuma login pake no wa enga lama langsung di telfon telfon mulu udah nyampe 10 kali kena teror mulu.,Negatif
Ezekiel Austin,1,2024-10-30 03:59:33,Eh tolong berhenti sepam no saya yah saya tidak melakukan pinjaman atau pun hal lain knp trus nelpon saya sih,Negatif
Mohammad Khadafy,5,2024-10-30 03:59:14,mudah,Positif
Jajat Sudrajat,5,2024-10-30 03:57:55,very good,Positif
Jana Oktapiana,1,2024-10-30 03:55:36,Mengerikan,Negatif
Nurhayati Pramadana,5,2024-10-30 03:54:04,"Alhamdulilah saya sudah dapat limit banyak, tapi kenapa ya ko tiba tiba limit saya jadi tidak ada ?",Positif
Hasan Zen,5,2024-10-30 03:52:28,baik,Positif
Fadil setiawan Setiawan,5,2024-10-30 03:48:16,Paid gbmvicij,Positif
Dedi Setiawan,5,2024-10-30 03:42:17,sangat baik,Positif
putu sudiastika,5,2024-10-30 03:42:11,"Aplikasi yang saya harapkan, limit tinggi, tapi kalau bisa bunganya lebih rendah, biar bisa bersaing dengan yang lain",Positif
Hendy tyo eman filany,5,2024-10-30 03:40:21,terbukti dan sangat membantu,Positif
mumu murdan,5,2024-10-30 03:38:19,sangat membantu,Positif
Omelia Bago,5,2024-10-30 03:32:37,sangat membantu hanya limitnya sedikit semoga kedepannya bisa meningkatkan limit LG,Positif
Chris Toper678,5,2024-10-30 03:32:05,proses y cepat dan mudah,Positif
MATIN_ FARM,1,2024-10-30 03:20:46,Nyoba pinjem di sini.. belum pernah gw di Acc apk Taiiiiiiikkkk,Negatif
Asep Usman,5,2024-10-30 03:18:13,mantaap,Positif
Nopri Zhaldi,5,2024-10-30 03:06:06,❤️,Positif
Didik Didot,5,2024-10-30 03:05:57,sangat membantu,Positif
Lengko Munip,5,2024-10-30 03:04:51,keren,Positif
Ikbal Pradana,5,2024-10-30 03:00:49,"Bismillah baru mencoba dan semoga membantu saya dan keluarga, terimakasih Easycash",Positif
oscar sihombing sihombing,5,2024-10-30 02:58:55,aplikasi nya oke,Positif
Iwan Gunawan,1,2024-10-30 02:57:38,setelah pelunasan limit lenyap entah kemana,Negatif
Bang Johan,5,2024-10-30 02:49:12,josss,Positif
Sunar Adja,5,2024-10-30 02:45:31,mantap,Positif
Rio Coyy,4,2024-10-30 02:44:31,aplikasinya sangat bagus dan pedaftaranya mudah,Positif
Eko Maryono,5,2024-10-30 02:42:51,semoga lamcar buat modal,Positif
Jamilah Mila,5,2024-10-30 02:38:40,"alhamdulillah,,bisa bantu sedikit usaha kami",Positif
Asriani,5,2024-10-30 02:37:15,verifikassi cepatq,Positif
Anton Laia,5,2024-10-30 02:35:23,sangat mudah untuk melakukan peminjaman dan bermanfaat,Positif
Paulina Sose Mau,5,2024-10-30 02:32:57,aplikasi terbaik,Positif
Riki Agusti,1,2024-10-30 02:29:12,Terlalu ribet,Negatif
Rizky Juniansyah,5,2024-10-30 02:27:32,good,Positif
Fikardoni Bll Fikar,5,2024-10-30 02:20:50,good bisa buat dana mendadak,Positif
Maulana Ari,4,2024-10-30 02:16:41,sangat membantu,Positif
Idha Syahidha,5,2024-10-30 02:16:00,sangat membantu 🥰,Positif
Landong Ahmad,1,2024-10-30 02:14:09,Megecewakan,Negatif
anita tunzamilah,1,2024-10-30 02:10:28,saya pengguna easy cash sudah beberapa bulan... pembayaran lancar... ketika saya ada tagihan terakhir saya juga mau bayar shopee pinjam yang jumlahnya jauh lebih besar dari pelunasan easy cash... saya salah masukan nominal dan pelunasan easy cash kelebihan 450rb saya merasa rugi.. saya ingin uang saya dikembalikan... saya telpon layanan easy cash tapi sedang menceritakan kronologis nya malah dimatikan dari pihak easy cash... dan saya telpon lagi malah tidak bisa seperti di blokir... kecewa,Negatif
Wisnu Sudrajad,5,2024-10-30 02:04:55,sangat membantu🥰,Positif
Sam Pro,1,2024-10-30 02:04:40,Aplikasi sampah Tagihan sudah dilunasi tepat waktu malah limit ke kunci,Negatif
arie purnomo,5,2024-10-30 02:02:35,mantaapp,Positif
Lefinus Ufi,5,2024-10-30 02:01:27,prosesnya cepat dan mudah,Positif
Nobo co,1,2024-10-30 02:00:28,"Baru daftar aja susah, setelah verifikasi berhasil, harus naikkan limit melalui upload gaji, rekening DLL. Ribet",Negatif
Karyatmo Elkhara,5,2024-10-30 01:39:59,Setelah pelunasan kenapa limit nya turun dari pinjaman yang pertama ada apa dan knapa.?,Positif
ຸ,1,2024-10-30 01:32:38,Sering spam telepon padahal nggak pernah pakai aplikasi ini.,Negatif
Ayu Sihotang,1,2024-10-30 01:26:19,"Tadi nya mau ngajuin pinjaman walau limit nih a cuma 600rb, tapi ga jadi karna sistem pembayaran nya 2x sebulan, auto nangis dan gajadi😭",Negatif
Kolor Hitam99,5,2024-10-30 01:23:15,bissmillah semoga di mudahkan dilancarkan niat baik insya allah ending nya juga baik,Positif
Nasrul Anam,3,2024-10-30 01:20:12,Teruntuk easycash awal aku pinjam aku telat bayar terus aku lunasin semua langsung terus mau pinjam lagi status limit kok tidak ada gimana tolong easycash,Positif
Ayu Nurul,5,2024-10-30 01:18:19,baguss,Positif
Alam Purnama,5,2024-10-30 01:16:55,Kalo di ACC Recomended,Positif
Rohmat Tonasir,1,2024-10-30 01:13:56,"Hallo easy cash, program hadiah yang dapat iphone, sepeda listrik dan tv program fake ya? Sengaja atau gimana, cuma 1 puzzel lagi susah amat ga dapat2. Sampah!",Negatif
Niyatur rosidah,5,2024-10-30 01:13:37,aplikasi nya sangat membantu 😊,Positif
Kadek Bule,1,2024-10-30 01:05:50,Udh bayar lunas limitnya malah hilang,Negatif
Fii Ya (piiyaa),1,2024-10-30 00:44:48,Ribet.,Negatif
Yus Setiahadi,5,2024-10-30 00:42:10,terima kasih easycash,Positif
Jayuz Jayuz,5,2024-10-30 00:32:57,terbaik,Positif
Oktavina Angelina,5,2024-10-30 00:31:33,sangat membantu,Positif
Anis Arisan,5,2024-10-30 00:30:27,sangat cpt,Positif
Sudarto Sudarto,5,2024-10-30 00:25:18,sangt membantu,Positif
Nurr Rahmah,5,2024-10-30 00:07:10,bgus,Positif
Sain Sain saleh,4,2024-10-29 23:44:34,Mantap,Positif
Iqbal Maulana,5,2024-10-29 23:41:05,Sangat membantu,Positif
Sukmawati Jambi,5,2024-10-29 23:38:42,sangat membantu skali,Positif
Feri Hermawan,5,2024-10-29 23:32:47,mantaap,Positif
MrDaeng 88,2,2024-10-29 23:22:38,aplikasi ANJINGGG,Negatif
Sindy Amohi,3,2024-10-29 23:11:16,Kenapa sdh melunasi selanjutnya sdh tidaj diberikan pinjaman sangat sangat disayangkan ya tdk pernah trlmbat kok malah tdk diberikan pinjaman awalnya ia lah serta dibayar sblum wktunya malah tdk diberikan pinjaman 👎 untuk sementara diberikan bintang 3 dulu,Positif
agis 66,1,2024-10-29 22:34:55,Sedikit kecewa bayar selalu tepat waktu giliran udah dapet limit 5juta mau pinjem buat kebutuhan malah limit nya di bekukan sampe sekarang,Negatif
video ndeso,4,2024-10-29 22:31:24,4 dulu,Positif
Muhamad Febry,5,2024-10-29 22:18:44,bgus,Positif
Tim BST,5,2024-10-29 22:08:04,muantap,Positif
Rizali Zali,5,2024-10-29 21:46:26,semoga bisa membantu,Positif
Alorista chanel,5,2024-10-29 21:40:48,mudah dan cepat,Positif
Roisah Oi,1,2024-10-29 21:40:18,Easycash hanya pengepul data doang pengajuan slalu di tolak dengan alesan no rekening salah... Sebenar nya easycash mau bangrut TPI banyak tingkah..,Negatif
RYAN VERRY ARDANI,5,2024-10-29 21:22:16,proses cepat,Positif
Yen Saka,5,2024-10-29 20:54:34,bagus,Positif
Ardaniati,1,2024-10-29 19:58:22,aplikasi aneh sudah lunas sebelum tgl jatuh tempo.eh pengajuan di tolak.limitnya di hilangkan.,Negatif
Eunike Nari,4,2024-10-29 19:30:45,simpel dan cepat,Positif
LYBAND Official,1,2024-10-29 19:12:54,Sudah mengajukan beberapa kali tapi tidak lolos,Negatif
Taufik R,1,2024-10-29 19:07:17,"Aplikasi kagak jelas kagak ada privasi bagi kustomernya gua make pinjol lain kgk pernah disebar , make ini doang nomor gua disebar sampe lagi kerja di spam telpon untuk ajukan pinjaman di tempat lain , jngn pernah pinjaman disini kalau gmau diganggu sama promosi pinjol lain",Negatif
Wisnu Wardana,4,2024-10-29 18:56:04,boleh di coba,Positif
Hamzah Achmad,1,2024-10-29 18:55:29,"Unistal tlg data saya d hapus,jangan sampai d slah gunakan",Negatif
Ncex Maniaa,3,2024-10-29 18:39:40,knpa saya gx bisa ajuin lagi pinjaman padahal udh lunas semua knpa saya gx lolos lagi mau pinjam,Positif
Aga Rangga,1,2024-10-29 17:45:04,Nyesel prnh pinjem di aplikasi ini,Negatif
Nissa Novianti,1,2024-10-29 17:02:37,"Plis kalian jangan downlod aplikasi ini dan minjem di aplikasi ini, bunga nya ga ngotak banget gila gua nyesel minjem di aplikasi ini rasanya pengen galbay aja karena bunga nya ga ngotak banget minjem 600rb di potong admin jadi dapet 590 rb tapi cicilan gua jadi 700 lebih kan gila banget bunga nya",Negatif
Asdar Bastian,4,2024-10-29 17:01:22,sangat membatu,Positif
Mujib Go,3,2024-10-29 16:57:52,Gak bisa dapat limit pinjaman lagi,Positif
Vino Tha,4,2024-10-29 16:56:05,ok,Positif
Dede Bae,1,2024-10-29 16:50:53,sangat membantu,Negatif
Vladimir Putin,1,2024-10-29 16:34:46,mantap,Negatif
Steavan Sia,5,2024-10-29 16:28:44,cepat prosesnya nya,Positif
Lusi Rahma,1,2024-10-29 16:19:09,Aplikasi yg. Gada otak. Kalaw nagih gakenal waktu. Jatuh tempo masih 3 hari. Udah rame telpn masuk nerorr gunta ganti no. Hp sangat buruk,Negatif
Rahmad Trisehno,5,2024-10-29 16:17:23,good,Positif
Gita Deva,1,2024-10-29 16:12:44,Aplikasi payah e di acc !!! Uninstal,Negatif
drajat kurniawan,5,2024-10-29 16:04:18,kalo bisa tenor per periode 1 bulan,Positif
Yakub kubil,3,2024-10-29 15:53:01,"Tgl 29 / 10 / 2024 saya tidak ada sangkutan sedikit pun dari appk ini, apa bila nama saya di salah gunakan akan saya proses.",Positif
rizieq habibie sani,5,2024-10-29 15:49:15,"Dengan pinjaman ini, saya sangat terbantu..terimakasih:)",Positif
Rio Bigbrother OFFICIAL Jr,1,2024-10-29 15:49:12,Kurang memuaskan dengan kebijakan aplikasi,Negatif
Indonesia Raya,1,2024-10-29 15:46:21,Kantornya udah tutup,Negatif
Sugiana Athaya,5,2024-10-29 15:39:34,mantap,Positif
Azeess Gagap,5,2024-10-29 15:26:10,semoga bermanfaat dan bisa saling menolong dlm kebaikan,Positif
Indra Tumanggor,1,2024-10-29 15:22:11,MLS ngetik.. pokoknya apk buruk,Negatif
Rajab Nurhakim,4,2024-10-29 15:17:38,mudah mudahan bermanfaat,Positif
danang budi purwanto,1,2024-10-29 15:13:43,Ini apk bagaimana saya tidak merasa meminjam tetapi ada tagihan aneh,Negatif
Ztullz TM,1,2024-10-29 15:11:20,"Pada tgl selasa 29 okt saya hapus karena data gk bisa di hapus dan gak punya hutang mau hutang gak bisa ,,,data saya jngan salah gunakan kalau ada apa"" saya tidak bertangung jawab dan saya tuntut",Negatif
Ngna Ngni,1,2024-10-29 15:09:44,aplikasi sangat Bagus mudah di gunakan tidak banyak neko-neko,Negatif
Edi Gumelar,5,2024-10-29 15:01:59,bagus,Positif
Jamal Lawa,5,2024-10-29 14:44:10,Terlalu banyak syaratnya,Positif
Pengguna Google,5,2024-10-29 14:39:08,sangat membantu,Positif
Yoga 07,5,2024-10-29 14:31:32,proses cepet,Positif
Aries mbek,5,2024-10-29 14:25:36,Suka,Positif
Agung Yuda,1,2024-10-29 14:14:54,Sudah dibayar sehari setelah cair malah ga dapat limit lagi bagus ga saya bayar dari awal,Negatif
Muhammadridho,1,2024-10-29 14:14:51,"Saya mengajukan pinjaman namun tidak lolos verifikasi, sedangkan data saya sudah saya kirim, tolong jangan di salah gunakan data saya mulai hari ini tanggal 29 /10/2024 jam 21:07",Negatif
Soleh Nugraha,1,2024-10-29 14:10:03,gak bisa hapus akun padahal belum apa2 juga 💩,Negatif
Age Resa,5,2024-10-29 14:04:34,good,Positif
Louis Mahrizal,1,2024-10-29 13:58:59,mau pinjam 200 ribu aja di tolak..aplikasi lontol,Negatif
Wahyudi Wahyu,5,2024-10-29 13:57:21,mantap,Positif
Hilman Ahong,5,2024-10-29 13:57:05,Sangat membantu,Positif
Alan Sumarlan,4,2024-10-29 13:55:21,20 jt saya butuh.kalau g ada uangxa kasih tau ya,Positif
Tri Sujatmiko,2,2024-10-29 13:53:11,tolong saya tdak jadi meminjam jangan apakan data pribadi saya tolong hapus,Negatif
Rai Rai aja,1,2024-10-29 13:50:06,"Kecewa,udh lunasin cepat daripada jatuh tempo.Namun Limit Hilang",Negatif
Andi Hutagaol,1,2024-10-29 13:43:30,Jangan pernah menggunakan pinjol,Negatif
pradesh sanchaka,1,2024-10-29 13:38:06,Bunga makin menyusahkan,Negatif
Arga,5,2024-10-29 13:20:51,sangat bagus,Positif
Samsu Putra,5,2024-10-29 13:16:19,bagus,Positif
Andy Wijaya,5,2024-10-29 13:13:46,bagus,Positif
Yeni Nuraini,5,2024-10-29 13:12:23,ok banget.....,Positif
Hikmat Hidayat,5,2024-10-29 13:10:03,Saya sangat senang meminjam disini,Positif
Nova Yunus,3,2024-10-29 13:01:27,ok,Positif
Gunawan Ramadan,5,2024-10-29 12:56:43,semoga d acc lagi butuh bangget,Positif
Dewi Sinta,5,2024-10-29 12:46:43,bagus respon cepat👍👍👍,Positif
Hilman Fauzi,1,2024-10-29 12:42:00,susah...pelit..,Negatif
toyota sidrap,1,2024-10-29 12:37:51,Aplikasi ga beres. Tiap hari nelpon katanya penawaran khusus untuk saya tapi nyatanya ga bisa kasih limit Kejar data ku,Negatif
Eleven Skor,5,2024-10-29 12:35:27,top,Positif
Itenk Suminta,5,2024-10-29 12:08:52,mantap esycash,Positif
nur “mama manda” widati,5,2024-10-29 12:04:31,pinjam cepat cair,Positif
dadang hermanto,5,2024-10-29 12:01:04,limitnya kecil jadi harua banyak proses yg diajukan bru bisa gede ribet,Positif
Deky Ari Trismawan alvaro,5,2024-10-29 11:55:53,cukup muda h,Positif
Abi Umi,5,2024-10-29 11:55:07,sangat membantu,Positif
Januar Kaminharahap,3,2024-10-29 11:43:02,"lumayan menarik,akan tetapi belom cair",Positif
Mahdi Sans,4,2024-10-29 11:38:00,ok,Positif
Fadielspasi Afrili,5,2024-10-29 11:37:23,"sangat mudah dan cepat untuk mengajukan pinjaman ,tidak ribet dan bunganya juga rendah",Positif
Eva Mardiana,5,2024-10-29 11:28:52,Aplikasi ini sangat membantu terimakasih tpi aneh nya ketika saya tidak butuh uang dc nya tlvnin terus suruh pinjam gilaran saya lg butuh untuk buka usaha pinjaman saya di tolak padahal untuk pembayaran tidak pernah telat,Positif
Lastri Ptk,3,2024-10-29 11:22:32,Tidak sesuai dngn iklan 😀,Positif
Toni Haryanto,1,2024-10-29 11:20:45,"selalu gagal, ga bakal lagi mau kesini buat pinjol",Negatif
Fawnia Azka,5,2024-10-29 10:43:42,mudah dan cepat,Positif
Suhita Pitaloka,5,2024-10-29 10:43:23,"Pelayanan yang diberikan sangat baik, email dan telp saya ditanggapi dengan cepat serta terjawab. Yang pastinya pihak penagihan disini masih terjaga tutur katanya. Saya yakin ini pinjaman online terbaik yang pernah ada. 👍🏻👍🏻",Positif
Didin Wahyudin,2,2024-10-29 10:38:02,top,Negatif
Rizki Ramdani,4,2024-10-29 10:29:18,sangat membantu,Positif
Kamal Udin,5,2024-10-29 10:15:44,bos kenapa saya udah bayar limit pinjaman saya gak naik naik,Positif
BAJANG PUYUNG,5,2024-10-29 10:13:50,Alhamdulillah lolos tapi sakrang disuruh nunggu lagi kenapakah,Positif
mundir wan,5,2024-10-29 09:57:58,mantap,Positif
Hallo al,5,2024-10-29 09:57:06,👍🏻,Positif
ayuda kholid,5,2024-10-29 09:55:35,SANGAT MUDAH,Positif
Kati Pain,5,2024-10-29 09:52:56,speed and good respon,Positif
Tiyo Permata,5,2024-10-29 09:51:41,sangat membantu bagi yg kepepet,Positif
Jn _28,4,2024-10-29 09:44:21,sejauh ini cukup baik,Positif
Romeo Rl,5,2024-10-29 09:34:02,mantap,Positif
Nisa Meilina,5,2024-10-29 09:16:42,sangat membantu,Positif
Neng Ratnaningsih,5,2024-10-29 09:15:14,sangat membantu,Positif
Pius Ulmasembun,5,2024-10-29 09:12:18,"Selama ini sya merasa Easycash sungguh sangat membantu dlm hal pinjam,",Positif
Sandra wijaya,5,2024-10-29 09:06:14,mantap sangat memuaskan dan langsung cair,Positif
Andri Gromiko,5,2024-10-29 09:05:03,mantap,Positif
Lumayung L,4,2024-10-29 09:02:43,saya yang bernama dadam.minta tolong untuk menghapus data pribadi saya di aplikasi ini. di karenakan pinjaman saya limit nya terlalu kecil. saya tunggu balasan dari Bapak/ Ibu.. terimakasih.,Positif
Zaelaani Officiall28,4,2024-10-29 08:57:21,sangat membantu,Positif
Dedi Romansyah,1,2024-10-29 08:57:07,"No comment, gak jelas",Negatif
muji laksana,5,2024-10-29 08:45:41,puas,Positif
Yayah Komariah927,5,2024-10-29 08:44:03,nice,Positif
Randy Piki,5,2024-10-29 08:34:48,mantap,Positif
Rustam Arizki,5,2024-10-29 08:29:07,sangat membatu sekali,Positif
vera ayuu1750,5,2024-10-29 08:25:48,"eaay cash real keren, walaupun awal limit diksih 200ribu tpi cpt cairnyaa, ini riview bnrn aku gprnh pinjem online sblmnyaa, first timee trimakasihhhh",Positif
Rino Asari,5,2024-10-29 08:19:48,Yo'i,Positif
Suryo Sudiono,5,2024-10-29 08:13:36,Proses cepat sekali dalam hitungan menit,Positif
Yulia margajaya,5,2024-10-29 08:12:34,bsgus,Positif
Aldi Bragi,5,2024-10-29 08:11:37,Sangat memuaskan,Positif
Istiqomah,5,2024-10-29 08:10:05,"Sangat mudah tpi Knp waktu mw pinjam yg ke 3 kalinya ,susah ya",Positif
Nadia Nugibah,5,2024-10-29 08:04:22,suka sekali,Positif
Haikal Fikri,1,2024-10-29 08:01:00,"Jangan meminjam pinjaman disni bahaya data anda, saya udah ke 3 kali pinjam dan setiap meminjam pasti ada call terus dan data kita ga aman dari pinjaman yang lain, saya bakalan laporkan ke pihak berwajib atas penyebaran data privasi kita",Negatif
Adr Jenal,5,2024-10-29 07:56:44,"Per tgl 29 Oktober, saya sudah menutup akun ,dan saya uninstall aplikasinya , hapus semua data saya, trima kasih 🙏",Positif
Nita Sarii,5,2024-10-29 07:42:01,baik,Positif
Aris Abdullah,4,2024-10-29 07:41:54,pencairan lebih cepat,Positif
Nasrudin Bambang,5,2024-10-29 07:37:13,amanah dan layanannya baik,Positif
Rosita,5,2024-10-29 07:35:56,good,Positif
